"","professionals.professionals_location","lon","lat"
"10372","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"10373","San Antonio, Texas",-98.4936282,29.4241219
"10374","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"10375","Saint Petersburg, Florida",-82.6402915,27.7676008
"10376","Bedford, Texas",-97.1430671,32.844017
"10377","New York, New York",-74.0059728,40.7127753
"10378","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10379","Los Angeles, California",-118.2436849,34.0522342
"10380","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10381","Liverpool, New York",-76.2177046,43.106456
"10382","Madrid, Community of Madrid, Spain",-3.7037902,40.4167754
"10383","Houston, Texas",-95.3698028,29.7604267
"10384","Houston, Texas",-95.3698028,29.7604267
"10385","Chicago, Illinois",-87.6297982,41.8781136
"10386","Boston, Massachusetts",-71.0588801,42.3600825
"10387","Detroit, Michigan",-83.0457538,42.331427
"10388","Lafayette, Indiana",-86.8752869,40.4167022
"10389","Atlanta, Georgia",-84.3879824,33.7489954
"10390","Chicago, Illinois",-87.6297982,41.8781136
"10391","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10392","Saint Petersburg, Florida",-82.6402915,27.7676008
"10393","Phoenix, Arizona",-112.0740373,33.4483771
"10394","Lake Station, Indiana",-87.2389246,41.5750369
"10395","Irvine, California",-117.8265049,33.6845673
"10396","Los Angeles, California",-118.2436849,34.0522342
"10397","England, England, United Kingdom",-1.1743197,52.3555177
"10398","Houston, Texas",-95.3698028,29.7604267
"10399","San Francisco, California",-122.4194155,37.7749295
"10400","Washington",-120.7401385,47.7510741
"10401","California, California",-117.9859038,35.125801
"10402","Houston, Texas",-95.3698028,29.7604267
"10403","Atlanta, Georgia",-84.3879824,33.7489954
"10404","New York, New York",-95.6278263,37.0333465
"10405","Mount Vision, New York",-75.057939,42.5784098
"10406","San Jose, California",-121.8863286,37.3382082
"10407","Indiana, Indiana",-86.1349019,40.2671941
"10408","Orlando, Florida",-81.3789269,28.5383832
"10409","London, England, United Kingdom",-0.1275862,51.5072178
"10410","Los Angeles, California",-118.2436849,34.0522342
"10411","New Orleans, Louisiana",-90.0715323,29.9510658
"10412","West Virginia, West Virginia",-80.4549026,38.5976262
"10413","Lake Station, Indiana",-87.2389246,41.5750369
"10414","Brandon, Florida",-82.2859247,27.937801
"10415","Fort Wright, Kentucky",-84.5350292,39.0511558
"10416","Bedford, Texas",-97.1430671,32.844017
"10417","California, California",-117.9859038,35.125801
"10418","California, California",-117.9859038,35.125801
"10419","Indiana, Indiana",-86.1349019,40.2671941
"10420","Indiana, Indiana",-86.1349019,40.2671941
"10421","Los Angeles, California",-118.2436849,34.0522342
"10422","California, California",-117.9859038,35.125801
"10423","Illinois, Illinois",-89.3985283,40.6331249
"10424","Los Angeles, California",-118.2436849,34.0522342
"10425","New York, New York",-74.0059728,40.7127753
"10426","Bedford, Texas",-97.1430671,32.844017
"10427","San Francisco, California",-122.4194155,37.7749295
"10428","Houston, Texas",-95.3698028,29.7604267
"10429","San Antonio, Texas",-98.4936282,29.4241219
"10430","Detroit, Michigan",-83.0457538,42.331427
"10431","California, California",-117.9859038,35.125801
"10432","San Jose, California",-121.8863286,37.3382082
"10433","Houston, Texas",-95.3698028,29.7604267
"10434","Kirkland, Washington",-122.2059833,47.6768927
"10435","Los Angeles, California",-118.2436849,34.0522342
"10436","Lancaster",-76.3055144,40.0378755
"10437","Hartford, Connecticut",-72.6733723,41.7658043
"10438","Los Angeles, California",-118.2436849,34.0522342
"10439","Austin, Texas",-97.7430608,30.267153
"10440","Houston, Texas",-95.3698028,29.7604267
"10441","Bedford, Texas",-97.1430671,32.844017
"10442","Petaluma, California",-122.6366524,38.232417
"10443","Los Angeles, California",-118.2436849,34.0522342
"10444","Atlanta, Georgia",-84.3879824,33.7489954
"10445","Houston, Texas",-95.3698028,29.7604267
"10446","Indianapolis, Indiana",-86.158068,39.768403
"10447","Los Angeles, California",-118.2436849,34.0522342
"10448","New York, New York",-95.6278263,37.0333465
"10449","England, England, United Kingdom",-1.1743197,52.3555177
"10450","Los Angeles, California",-118.2436849,34.0522342
"10451","Houston, Texas",-95.3698028,29.7604267
"10452","Ellicott City, Maryland",-76.7983067,39.2673283
"10453","Bedford, Texas",-97.1430671,32.844017
"10454","Washington",-120.7401385,47.7510741
"10455","Riverdale, Georgia",-84.4132594,33.5726113
"10456","Bedford, Texas",-97.1430671,32.844017
"10457","Washington",-120.7401385,47.7510741
"10458","New York, New York",-74.0059728,40.7127753
"10459","Missouri, Missouri",-91.8318334,37.9642529
"10460","North Aurora, Illinois",-88.3272952,41.8061399
"10461","Baltimore, Maryland",-76.6121893,39.2903848
"10462","Houston, Texas",-95.3698028,29.7604267
"10463","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10464","Silver Spring, Maryland",-77.030539,38.9954845
"10465","Ithaca, New York",-76.5018807,42.4439614
"10466","Atlanta, Georgia",-84.3879824,33.7489954
"10467","Washington",-120.7401385,47.7510741
"10468","Washington",-120.7401385,47.7510741
"10469","Fayetteville, North Carolina",-78.8783585,35.0526641
"10470","Los Angeles, California",-118.2436849,34.0522342
"10471","Baltimore, Maryland",-76.6121893,39.2903848
"10472","Baltimore, Maryland",-76.6121893,39.2903848
"10473","Saint Lucia",-60.978893,13.909444
"10474","Sarasota, Florida",-82.5306527,27.3364347
"10475","Saint Petersburg, Florida",-82.6402915,27.7676008
"10476","Bedford, Texas",-97.1430671,32.844017
"10477","Dade City, Florida",-82.1959178,28.3647248
"10478","Kirkland, Washington",-122.2059833,47.6768927
"10479","Los Angeles, California",-118.2436849,34.0522342
"10480","New York, New York",-95.6278263,37.0333465
"10481","Greater Chicago Area",-88.0118473,41.7435073
"10482","Bedford, Texas",-97.1430671,32.844017
"10483","California, California",-117.9859038,35.125801
"10484","Austin, Texas",-97.7430608,30.267153
"10485","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10486","New York, New York",-74.0059728,40.7127753
"10487","Dearborn, Michigan",-83.1763145,42.3222599
"10488","San Diego, California",-117.1610838,32.715738
"10489","New Jersey, New Jersey",-74.4056612,40.0583238
"10490","Wheeling",-87.9289591,42.1391927
"10491","Chicago, Illinois",-87.6297982,41.8781136
"10492","Boston, Massachusetts",-71.0588801,42.3600825
"10493","Orlando, Florida",-81.3789269,28.5383832
"10494","Atlanta, Georgia",-84.3879824,33.7489954
"10495","Niagara Falls, New York",-79.0377388,43.0962143
"10496","India",78.96288,20.593684
"10497","Decatur, Illinois",-88.9548001,39.8403147
"10498","Phoenix, Arizona",-112.0740373,33.4483771
"10499","Baltimore, Maryland",-76.6121893,39.2903848
"10500","United States",-95.712891,37.09024
"10501","Houston, Texas",-95.3698028,29.7604267
"10502","Feasterville-Trevose, Pennsylvania",-74.9952259,40.1466378
"10503","New York, New York",-74.0059728,40.7127753
"10504","Saint Petersburg, Florida",-82.6402915,27.7676008
"10505","São Paulo, Brazil",-46.6395571,-23.5557714
"10506","New York, New York",-95.6278263,37.0333465
"10507","Kirkland, Washington",-122.2059833,47.6768927
"10508","Los Angeles, California",-118.2436849,34.0522342
"10509","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"10510","Bedford, Texas",-97.1430671,32.844017
"10511","Seattle, Washington",-122.3320708,47.6062095
"10512","Huntington Beach, California",-117.9988026,33.6594835
"10513","Arlington, Virginia",-77.1067698,38.8799697
"10514","Chicago, Illinois",-87.6297982,41.8781136
"10515","New York, New York",-74.0059728,40.7127753
"10516","Lansdale, Pennsylvania",-75.2837862,40.2414952
"10517","Boston, Massachusetts",-71.0588801,42.3600825
"10518","California, California",-117.9859038,35.125801
"10519","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"10520","Chicago, Illinois",-87.6297982,41.8781136
"10521","Binghamton, New York",-75.9179738,42.0986867
"10522","Kirkland, Washington",-122.2059833,47.6768927
"10523","Taiwan",120.960515,23.69781
"10524","California, California",-117.9859038,35.125801
"10525","Indialantic, Florida",-80.5656079,28.0894599
"10526","Houston, Texas",-95.3698028,29.7604267
"10527","Portsmouth, Virginia",-76.2982742,36.8354258
"10528","Carmel, Indiana",-86.1180435,39.978371
"10529","Jaén, Andalusia, Spain",-3.7849057,37.7795941
"10530","Huntsville, Alabama",-86.5861037,34.7303688
"10531","New York, New York",-74.0059728,40.7127753
"10532","Alexandria Governorate, Alexandria Governorate, Egypt",29.9187387,31.2000924
"10533","New York, New York",-74.0059728,40.7127753
"10534","Mumbai, Maharashtra, India",72.8776559,19.0759837
"10535","United Arab Emirates",53.847818,23.424076
"10536","Houston, Texas",-95.3698028,29.7604267
"10537","Boston, Massachusetts",-71.0588801,42.3600825
"10538","Los Angeles, California",-118.2436849,34.0522342
"10539","New Port Richey, Florida",-82.7192671,28.2441768
"10540","Los Angeles, California",-118.2436849,34.0522342
"10541","Madrid, Community of Madrid, Spain",-3.7037902,40.4167754
"10542","Flemington, New Jersey",-74.8593318,40.5123258
"10543","Sunnyvale, California",-122.0363496,37.36883
"10544","Herndon, Virginia",-77.3860976,38.9695545
"10545","Herndon, Virginia",-77.3860976,38.9695545
"10546","Herndon, Virginia",-77.3860976,38.9695545
"10547","Bowie, Maryland",-76.7791365,39.0067768
"10548","Ashburn, Virginia",-77.4874416,39.0437567
"10549","Washington",-120.7401385,47.7510741
"10550","Bowie, Maryland",-76.7791365,39.0067768
"10551","New York, New York",-74.0059728,40.7127753
"10552","Davis, California",-121.7405167,38.5449065
"10553","Reston, Virginia",-77.3570028,38.9586307
"10554","Reston, Virginia",-77.3570028,38.9586307
"10555","Washington",-120.7401385,47.7510741
"10556","Washington",-120.7401385,47.7510741
"10557","Washington",-120.7401385,47.7510741
"10558","Bedford, Texas",-97.1430671,32.844017
"10559","Washington",-120.7401385,47.7510741
"10560","Laurel, Maryland",-76.8483061,39.0992752
"10561","Chicago, Illinois",-87.6297982,41.8781136
"10562","Washington",-120.7401385,47.7510741
"10563","Herndon, Virginia",-77.3860976,38.9695545
"10564","Bowie, Maryland",-76.7791365,39.0067768
"10565","Bowie, Maryland",-76.7791365,39.0067768
"10566","Bedford, Texas",-97.1430671,32.844017
"10567","Baltimore, Maryland",-76.6121893,39.2903848
"10568","Bowie, Maryland",-76.7791365,39.0067768
"10569","Bowie, Maryland",-76.7791365,39.0067768
"10570","Herndon, Virginia",-77.3860976,38.9695545
"10571","United States",-95.712891,37.09024
"10572","Herndon, Virginia",-77.3860976,38.9695545
"10573","Herndon, Virginia",-77.3860976,38.9695545
"10574","Herndon, Virginia",-77.3860976,38.9695545
"10575","Bowie, Maryland",-76.7791365,39.0067768
"10576","Herndon, Virginia",-77.3860976,38.9695545
"10577","Reston, Virginia",-77.3570028,38.9586307
"10578","Washington",-120.7401385,47.7510741
"10579","Reston, Virginia",-77.3570028,38.9586307
"10580","Washington, Washington",-80.2461714,40.17396
"10581","Washington",-120.7401385,47.7510741
"10582","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10583","Washington",-120.7401385,47.7510741
"10584","Bedford, Texas",-97.1430671,32.844017
"10585","Bowie, Maryland",-76.7791365,39.0067768
"10586","Boston, Massachusetts",-71.0588801,42.3600825
"10587","Washington",-120.7401385,47.7510741
"10588","Bowie, Maryland",-76.7791365,39.0067768
"10589","Washington",-120.7401385,47.7510741
"10590","Leicester, England, United Kingdom",-1.1397592,52.6368778
"10591","Portland, Oregon",-122.6783853,45.515232
"10592","Bowie, Maryland",-76.7791365,39.0067768
"10593","Washington, Washington",-80.2461714,40.17396
"10594","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10595","California, California",-117.9859038,35.125801
"10596","Herndon, Virginia",-77.3860976,38.9695545
"10597","Washington",-120.7401385,47.7510741
"10598","Washington",-120.7401385,47.7510741
"10599","Bethesda, Maryland",-77.0947092,38.984652
"10600","Washington",-120.7401385,47.7510741
"10601","Houston, Texas",-95.3698028,29.7604267
"10602","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10603","Bethesda, Maryland",-77.0947092,38.984652
"10604","California, California",-117.9859038,35.125801
"10605","Ashburn, Virginia",-77.4874416,39.0437567
"10606","Herndon, Virginia",-77.3860976,38.9695545
"10607","Bowie, Maryland",-76.7791365,39.0067768
"10608","Pittsburgh, Pennsylvania",-79.9958864,40.4406248
"10609","Cypress, Texas",-95.6937856,29.9716905
"10610","Orlando, Florida",-81.3789269,28.5383832
"10611","San Francisco, California",-122.4194155,37.7749295
"10612","Pleasanton, California",-121.8757968,37.6604484
"10613","Chicago, Illinois",-87.6297982,41.8781136
"10614","Amman, Amman Governorate, Jordan",35.910635,31.9539494
"10615","Kirkland, Washington",-122.2059833,47.6768927
"10616","Saint Petersburg, Florida",-82.6402915,27.7676008
"10617","Renton, Washington",-122.2079218,47.4796927
"10618","Los Angeles, California",-118.2436849,34.0522342
"10619","Ghana",-1.023194,7.946527
"10620","Bedford, Texas",-97.1430671,32.844017
"10621","Bowie, Maryland",-76.7791365,39.0067768
"10622","Chicago, Illinois",-87.6297982,41.8781136
"10623","Houston, Texas",-95.3698028,29.7604267
"10624","Washington",-120.7401385,47.7510741
"10625","Phoenix, Arizona",-112.0740373,33.4483771
"10626","Rocky Point, New York",-72.9253805,40.9525987
"10627","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10628","Detroit, Michigan",-83.0457538,42.331427
"10629","Herndon, Virginia",-77.3860976,38.9695545
"10630","Fairfax, Virginia",-77.3063733,38.8462236
"10631","Houston, Texas",-95.3698028,29.7604267
"10632","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10633","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10634","Herndon, Virginia",-77.3860976,38.9695545
"10635","Herndon, Virginia",-77.3860976,38.9695545
"10636","California, California",-117.9859038,35.125801
"10637","Denver, Colorado",-104.990251,39.7392358
"10638","Dallas, Texas",-96.7969879,32.7766642
"10639","Herndon, Virginia",-77.3860976,38.9695545
"10640","Seattle, Washington",-122.3320708,47.6062095
"10641","United States",-95.712891,37.09024
"10642","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10643","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10644","Houston, Texas",-95.3698028,29.7604267
"10645","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10646","Boston, Massachusetts",-71.0588801,42.3600825
"10647","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10648","Salt Lake City, Utah",-111.8910474,40.7607793
"10649","Houston, Texas",-95.3698028,29.7604267
"10650","Doylestown, Pennsylvania",-75.1298939,40.3101063
"10651","Los Angeles, California",-118.2436849,34.0522342
"10652","Bristow, Virginia",-77.5367043,38.723303
"10653","Fresno, California",-119.7871247,36.7377981
"10654","Summit, New Jersey",-74.3646122,40.7146376
"10655","San Francisco, California",-122.4194155,37.7749295
"10656","Bihar Sharif, Bihar, India",85.517437,25.2049738
"10657","Bedford, Texas",-97.1430671,32.844017
"10658","Ahmedabad, Gujarat, India",72.5713621,23.022505
"10659","Bengaluru, Karnataka, India",77.5945627,12.9715987
"10660","New York, New York",-74.0059728,40.7127753
"10661","Washington, Washington",-80.2461714,40.17396
"10662","New York, New York",-74.0059728,40.7127753
"10663","Ashburn, Virginia",-77.4874416,39.0437567
"10664","Boston, Massachusetts",-71.0588801,42.3600825
"10665","Boston, Massachusetts",-71.0588801,42.3600825
"10666","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10667","Herndon, Virginia",-77.3860976,38.9695545
"10668","Washington",-120.7401385,47.7510741
"10669","Houston, Texas",-95.3698028,29.7604267
"10670","Bowie, Maryland",-76.7791365,39.0067768
"10671","Chicago, Illinois",-87.6297982,41.8781136
"10672","Houston, Texas",-95.3698028,29.7604267
"10673","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10674","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10675","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10676","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10677","New York, New York",-74.0059728,40.7127753
"10678","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10679","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10680","Houston, Texas",-95.3698028,29.7604267
"10681","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10682","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10683","Chicago, Illinois",-87.6297982,41.8781136
"10684","Houston, Texas",-95.3698028,29.7604267
"10685","Bowie, Maryland",-76.7791365,39.0067768
"10686","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10687","Houston, Texas",-95.3698028,29.7604267
"10688","New York, New York",-74.0059728,40.7127753
"10689","Milwaukee, Wisconsin",-87.9064736,43.0389025
"10690","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10691","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10692","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10693","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10694","Houston, Texas",-95.3698028,29.7604267
"10695","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10696","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10697","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10698","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10699","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10700","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10701","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10702","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10703","Houston, Texas",-95.3698028,29.7604267
"10704","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10705","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10706","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10707","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10708","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10709","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10710","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10711","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10712","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10713","Houston, Texas",-95.3698028,29.7604267
"10714","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10715","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10716","Houston, Texas",-95.3698028,29.7604267
"10717","Houston, Texas",-95.3698028,29.7604267
"10718","Houston, Texas",-95.3698028,29.7604267
"10719","Houston, Texas",-95.3698028,29.7604267
"10720","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10721","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10722","Sacramento, California",-121.4943996,38.5815719
"10723","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10724","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10725","Middletown, New Jersey",-74.0998179,40.3927801
"10726","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10727","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10728","Wisconsin Rapids, Wisconsin",-89.8173465,44.3835763
"10729","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10730","Chicago, Illinois",-87.6297982,41.8781136
"10731","Woodbridge Township, New Jersey",-74.2846022,40.5575986
"10732","Cardington, Ohio",-82.8935146,40.500616
"10733","Chicago, Illinois",-87.6297982,41.8781136
"10734","Washington",-120.7401385,47.7510741
"10735","Herndon, Virginia",-77.3860976,38.9695545
"10736","Bedford, Texas",-97.1430671,32.844017
"10737","Alexandria, Virginia",-77.0469214,38.8048355
"10738","San Diego, California",-117.1610838,32.715738
"10739","Richmond, Virginia",-77.4360481,37.5407246
"10740","Paris, Île-de-France, France",2.6370411,48.8499198
"10741","Indiana, Indiana",-86.1349019,40.2671941
"10742","Inglewood, California",-118.3531311,33.9616801
"10743","Greenville, South Carolina",-82.3940104,34.8526176
"10744","Saint Petersburg, Florida",-82.6402915,27.7676008
"10745","San Antonio, Texas",-98.4936282,29.4241219
"10746","Fort Myers, Florida Area",-81.8723084,26.640628
"10747","Bedford, Texas",-97.1430671,32.844017
"10748","Reston, Virginia",-77.3570028,38.9586307
"10749","San Leandro, California",-122.1568554,37.7257663
"10750","Herndon, Virginia",-77.3860976,38.9695545
"10751","Charlotte, North Carolina",-80.8431267,35.2270869
"10752","Richmond, Virginia",-77.4360481,37.5407246
"10753","Herndon, Virginia",-77.3860976,38.9695545
"10754","Lake Mary, Florida",-81.3178446,28.7588833
"10755","San Antonio, Texas",-98.4936282,29.4241219
"10756","New York, New York",-74.0059728,40.7127753
"10757","Hackensack, New Jersey",-74.0434736,40.8859325
"10758","Bedford, Texas",-97.1430671,32.844017
"10759","Kirkland, Washington",-122.2059833,47.6768927
"10760","Baltimore, Maryland",-76.6121893,39.2903848
"10761","Baltimore, Maryland",-76.6121893,39.2903848
"10762","Chicago, Illinois",-87.6297982,41.8781136
"10763","Noida, Uttar Pradesh, India",77.3910265,28.5355161
"10764","California, California",-117.9859038,35.125801
"10765","Scottsdale, Arizona",-111.9260519,33.4941704
"10766","Washington",-120.7401385,47.7510741
"10767","New York, New York",-74.0059728,40.7127753
"10768","Chicago, Illinois",-87.6297982,41.8781136
"10769","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"10770","San Antonio, Texas",-98.4936282,29.4241219
"10771","Clermont, Florida",-81.7728543,28.5494447
"10772","Washington, Washington",-80.2461714,40.17396
"10773","Baltimore, Maryland",-76.6121893,39.2903848
"10774","Aurora, Illinois",-88.3200715,41.7605849
"10775","Irvine, California",-117.8265049,33.6845673
"10776","Lancaster",-76.3055144,40.0378755
"10777","San Francisco, California",-122.4194155,37.7749295
"10778","Los Angeles, California",-118.2436849,34.0522342
"10779","Washington",-120.7401385,47.7510741
"10780","McKinney, Texas",-96.6389342,33.1983388
"10781","Herndon, Virginia",-77.3860976,38.9695545
"10782","Los Angeles, California",-118.2436849,34.0522342
"10783","Washington",-120.7401385,47.7510741
"10784","Mountain View, California",-122.0838511,37.3860517
"10785","New York, New York",-74.0059728,40.7127753
"10786","Bedford, Texas",-97.1430671,32.844017
"10787","Ahmedabad, Gujarat, India",72.5713621,23.022505
"10788","Tulsa, Oklahoma",-95.992775,36.1539816
"10789","Houston, Texas",-95.3698028,29.7604267
"10790","San Antonio, Texas",-98.4936282,29.4241219
"10791","Huntley, Illinois",-88.4281415,42.1680796
"10792","Mine Hill Township, New Jersey",-74.5937701,40.8778768
"10793","Conyers, Georgia",-84.0176904,33.6676103
"10794","Kenya",37.906193,-0.023559
"10795","New York, New York",-74.0059728,40.7127753
"10796","Houston, Texas",-95.3698028,29.7604267
"10797","Austin, Texas",-97.7430608,30.267153
"10798","Boston, Massachusetts",-71.0588801,42.3600825
"10799","Chicago, Illinois",-87.6297982,41.8781136
"10800","Houston, Texas",-95.3698028,29.7604267
"10801","Los Angeles, California",-118.2436849,34.0522342
"10802","Rowlett, Texas",-96.56388,32.9029017
"10803","Illinois, Illinois",-89.3985283,40.6331249
"10804","New York, New York",-74.0059728,40.7127753
"10805","Bangladesh",90.356331,23.684994
"10806","Greenbelt, Maryland",-76.8755282,39.0045544
"10807","Toronto, Ontario, Canada",-79.3831843,43.653226
"10808","New York, New York",-74.0059728,40.7127753
"10809","San Francisco, California",-122.4194155,37.7749295
"10810","Roseville, California",-121.2880059,38.7521235
"10811","Washington",-120.7401385,47.7510741
"10812","Washington, Washington",-80.2461714,40.17396
"10813","California, California",-117.9859038,35.125801
"10814","Minneapolis, Minnesota",-93.2650108,44.977753
"10815","California, California",-117.9859038,35.125801
"10816","Chicago, Illinois",-87.6297982,41.8781136
"10817","Austin, Texas",-97.7430608,30.267153
"10818","Grand Rapids, Michigan",-85.6680863,42.9633599
"10819","Littleton, Colorado",-105.0166498,39.613321
"10820","Stevens Point, Wisconsin",-89.574563,44.5235792
"10821","Los Angeles, California",-118.2436849,34.0522342
"10822","Schertz, Texas",-98.269734,29.5521737
"10823","Atlanta, Georgia",-84.3879824,33.7489954
"10824","Los Angeles, California",-118.2436849,34.0522342
"10825","Gilbertsville, Pennsylvania",-75.6101844,40.3200972
"10826","Irvine, California",-117.8265049,33.6845673
"10827","New York, New York",-74.0059728,40.7127753
"10828","Bothell, Washington",-122.2054452,47.760111
"10829","Melbourne, Florida Area",-80.6081089,28.0836269
"10830","Barcelona, Catalonia, Spain",2.168568,41.3873974
"10831","Bengaluru, Karnataka, India",77.5945627,12.9715987
"10832","Chicago, Illinois",-87.6297982,41.8781136
"10833","New York, New York",-74.0059728,40.7127753
"10834","Herndon, Virginia",-77.3860976,38.9695545
"10835","Houston, Texas",-95.3698028,29.7604267
"10836","Lawrence Township, New Jersey",-74.7294313,40.2778055
"10837","New York, New York",-74.0059728,40.7127753
"10838","New York, New York",-74.0059728,40.7127753
"10839","Boston, Massachusetts",-71.0588801,42.3600825
"10840","Baltimore, Maryland",-76.6121893,39.2903848
"10841","Virginia Beach, Virginia",-75.977985,36.8529263
"10842","Washington",-120.7401385,47.7510741
"10843","Kirkland, Washington",-122.2059833,47.6768927
"10844","Douglasville, Georgia",-84.7477136,33.7514966
"10845","Orange, Texas",-93.7365549,30.0929879
"10846","Humble, Texas",-95.2621553,29.9988312
"10847","San Francisco, California",-122.4194155,37.7749295
"10848","Emeryville, California",-122.2892278,37.8395028
"10849","Emeryville, California",-122.2892278,37.8395028
"10850","Chicago, Illinois",-87.6297982,41.8781136
"10851","Chicago, Illinois",-87.6297982,41.8781136
"10852","New York, New York",-74.0059728,40.7127753
"10853","New York, New York",-74.0059728,40.7127753
"10854","Broadview Heights, Ohio",-81.6851271,41.3139426
"10855","Tampa, Florida",-82.4571776,27.950575
"10856","Grand Junction, Colorado",-108.5506486,39.0638705
"10857","Riverview, Florida",-82.3264809,27.8661364
"10858","Austin, Texas",-97.7430608,30.267153
"10859","Indiana, Indiana",-86.1349019,40.2671941
"10860","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"10861","Columbus, Ohio",-82.9987942,39.9611755
"10862","Toronto, Ontario, Canada",-79.3831843,43.653226
"10863","Toronto, Ontario, Canada",-79.3831843,43.653226
"10864","Ontario, Ontario, Canada",-85.323214,51.253775
"10865","Castine, Maine",-68.7989582,44.3888609
"10866","Falls Church, Virginia",-77.1710914,38.882334
"10867","Chicago, Illinois",-87.6297982,41.8781136
"10868","Spring Hill, Florida",-82.5369872,28.4831682
"10869","Modesto, California",-120.9970014,37.6392595
"10870","Williston Park, New York",-73.6448513,40.75649
"10871","Bedford, Texas",-97.1430671,32.844017
"10872","North Carolina, North Carolina",-79.0192997,35.7595731
"10873","Washington",-120.7401385,47.7510741
"10874","Indiana, Indiana",-86.1349019,40.2671941
"10875","Baltimore, Maryland",-76.6121893,39.2903848
"10876","San Francisco, California",-122.4194155,37.7749295
"10877","Kirkland, Washington",-122.2059833,47.6768927
"10878","California, California",-117.9859038,35.125801
"10879","Portland, Oregon",-122.6783853,45.515232
"10880","California, California",-117.9859038,35.125801
"10881","Montclair, New Jersey",-74.2090053,40.8259007
"10882","Stanford, California",-122.1660756,37.424106
"10883","California, California",-117.9859038,35.125801
"10884","California, California",-117.9859038,35.125801
"10885","California, California",-117.9859038,35.125801
"10886","San Jose, California",-121.8863286,37.3382082
"10887","California, California",-117.9859038,35.125801
"10888","Reading, England, United Kingdom",-0.9781303,51.4542645
"10889","Reading, England, United Kingdom",-0.9781303,51.4542645
"10890","England, England, United Kingdom",-1.1743197,52.3555177
"10891","London, England, United Kingdom",-0.1275862,51.5072178
"10892","New York, New York",-74.0059728,40.7127753
"10893","Chicago, Illinois",-87.6297982,41.8781136
"10894","Billings, Montana",-108.5006904,45.7832856
"10895","Washington",-120.7401385,47.7510741
"10896","California, California",-117.9859038,35.125801
"10897","Ontario, Ontario, Canada",-85.323214,51.253775
